"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2026","11470","양천구","10100","신정동","1","대지","1296","0000","아이파크","20260112","235000","84.74","0.000000","11","","","2002","아파트","중개거래","서울 양천구"
"2026","11590","동작구","10200","상도동","1","대지","0416","0000","아이파크","20260112","148000","84.96","0.000000","8","","","2004","아파트","중개거래","서울 동작구"
"2026","11530","구로구","10100","신도림동","1","대지","0638","0000","우성5","20260112","87000","59.91","0.000000","6","","","1994","아파트","중개거래","서울 강서구, 서울 구로구"
"2026","11590","동작구","10900","신대방동","1","대지","0565","0000","우성1차","20260112","160000","126.16","0.000000","15","","","1988","아파트","중개거래","서울 동작구"
"2026","11470","양천구","10100","신정동","1","대지","0319","0000","우림필유","20260112","92000","81.62","96.679000","7","","","2004","오피스텔","중개거래","서울 양천구, 서울 영등포구"
"2026","11110","종로구","11800","내수동","1","대지","0075","0000","용비어천가","20260112","33000","42.46","53.770000","17","","","2004","오피스텔","중개거래","서울 종로구"
"2026","11710","송파구","11200","오금동","1","대지","0616","0000","송파레미니스","20260112","153000","59.85","0.000000","4","","","2017","아파트","중개거래","서울 강남구, 서울 송파구"
"2026","11260","중랑구","10200","상봉동","1","대지","0484","0000","엘지,쌍용아파트","20260112","58800","68.12","0.000000","2","","","1996","아파트","중개거래","서울 중랑구"
"2026","11545","금천구","10200","독산동","1","대지","1007","0013","e편한세상독산더타워","20260112","75000","59.967","0.000000","11","","","2019","아파트","중개거래","서울 금천구"
"2026","11710","송파구","11300","거여동","1","대지","0294","0000","거여5단지","20260112","105000","59.74","0.000000","5","","","1997","아파트","중개거래","서울 송파구"
"2026","11200","성동구","10700","행당동","","","","","","20260112","123000","118.94","83.000000","","","","1972","단독다가구","중개거래","서울 성동구"
"2026","11140","중구","16500","황학동","1","대지","0819","0000","DUO302","20260112","15900","15.97","0.000000","9","","","2014","아파트","중개거래","서울 중구"
"2026","11215","광진구","10700","화양동","1","대지","0113","0001","광진코지웰","20260112","15000","15.63","0.000000","11","","","2014","아파트","직거래",""
"2026","11230","동대문구","10600","장안동","1","대지","0319","0006","U-포그니","20260112","40000","57.32","0.000000","6","","","2016","아파트","중개거래","서울 동대문구"
"2026","11470","양천구","10200","목동","1","대지","0318","0024","금강빌라A동","20260112","21000","65.67","30.000000","-1","","","2002","연립다세대","중개거래","서울 양천구"
"2026","11380","은평구","10200","녹번동","1","대지","0031","0012","다원샤인빌(31-12)","20260112","40000","67.04","40.000000","3","","","2009","연립다세대","중개거래","서울 은평구"
"2026","11710","송파구","10100","잠실동","1","대지","0183","0012","NS파인트리","20260112","28800","23.78","33.110000","7","","","2021","오피스텔","중개거래","서울 송파구"
"2026","11380","은평구","10800","역촌동","1","대지","0050","0029","호안빌(50-29)","20260112","33500","41.17","26.000000","3","","","2021","연립다세대","직거래",""
"2026","11230","동대문구","10900","휘경동","1","대지","0281","0072","휘경타운","20260112","25500","58.83","36.000000","-1","","","1997","연립다세대","중개거래","서울 동대문구"
"2026","11320","도봉구","10800","도봉동","1","대지","0081","0001","극동","20260112","46000","84.83","0.000000","3","","","1991","아파트","중개거래","서울 도봉구"
"2026","11230","동대문구","10700","청량리동","","","","","","20260112","105000","114.08","93.000000","","","","1980","단독다가구","중개거래","서울 동대문구"
"2026","11410","서대문구","11000","북아현동","1","대지","1017","0000","힐스테이트신촌","20260112","205000","84.971","0.000000","3","","","2020","아파트","중개거래","서울 마포구, 서울 서대문구"
"2026","11650","서초구","10200","양재동","1","대지","0242","0014","현대빌라(242-14)","20260112","35000","38.68","17.000000","1","","","1993","연립다세대","중개거래","경기 성남시 수정구"
"2026","11470","양천구","10200","목동","1","대지","0785","0005","형지그레이스(A동)","20260112","29500","44.09","26.000000","2","","","2021","연립다세대","중개거래","서울 중랑구"
"2026","11530","구로구","10200","구로동","1","대지","1256","0000","구로현대","20260112","77800","84.57","0.000000","5","","","1992","아파트","중개거래","서울 구로구"
"2026","11500","강서구","10300","화곡동","1","대지","0105","0086","황제아이파크","20260112","19200","48","29.000000","1","","","2008","연립다세대","중개거래","경기 부천시 오정구, 서울 강서구"
"2026","11590","동작구","10900","신대방동","1","대지","0710","0000","경남교수","20260112","120000","84.94","0.000000","18","","","2001","아파트","중개거래","서울 동작구, 서울 영등포구"
"2026","11410","서대문구","12000","남가좌동","1","대지","0385","0000","DMC파크뷰자이1단지","20260112","195000","152.146","0.000000","4","","","2015","아파트","직거래",""
"2026","11110","종로구","18300","평창동","","","","","","20260112","178125","258.22","334.000000","","","","1976","단독다가구","직거래",""
"2026","11140","중구","16500","황학동","","","","","","20260112","73000","54.54","62.000000","","","","1956","단독다가구","직거래",""
"2026","11740","강동구","10500","길동","1","대지","0483","0000","강동헤리티지자이","20260112","170000","59.98","0.000000","4","","","2024","아파트","중개거래","서울 강동구"
"2026","11305","강북구","10100","미아동","1","대지","1369","0000","꿈의숲해링턴플레이스","20260112","93000","84.86","0.000000","6","","","2019","아파트","중개거래","서울 강북구"
"2026","11230","동대문구","10400","전농동","1","대지","0620","0056","힐스테이트 청량리 더퍼스트","20260112","68401","59.28","91.040000","12","","","2023","오피스텔","중개거래","서울 동대문구"
"2026","11740","강동구","10900","천호동","","","","","","20260112","86000","58.38","110.000000","","","","1974","단독다가구","중개거래","서울 강동구"
"2026","11560","영등포구","13300","대림동","1","대지","0608","0001","현대3차","20260112","105000","59.83","0.000000","7","","","1997","아파트","중개거래","서울 영등포구"
"2026","11560","영등포구","13300","대림동","1","대지","1101","0007","G밸리소홈","20260112","12800","16.1","0.000000","7","","","2018","아파트","중개거래","서울 구로구"
"2026","11380","은평구","11400","진관동","1","대지","0025","0000","구파발9단지래미안(916~928동)BL3-2","20260112","96500","101.92","0.000000","5","","","2010","아파트","중개거래","서울 은평구"
"2026","11740","강동구","11000","강일동","1","대지","0114","0000","강동리버스트4단지","20260112","84000","49.82","0.000000","3","","","2020","아파트","중개거래","서울 강동구"
"2026","11350","노원구","10600","중계동","","","","","","20260112","49000","144.48","89.000000","","","","1992","단독다가구","중개거래","서울 노원구"
"2026","11650","서초구","10800","서초동","1","대지","1665","0004","공간7차","20260112","39900","29.42","16.000000","5","","","2017","연립다세대","중개거래","서울 서초구"
"2026","11590","동작구","10100","노량진동","","","","","","20260112","305000","248.22","179.000000","","","","1992","단독다가구","중개거래","서울 강남구, 서울 동작구"
"2026","11620","관악구","10200","신림동","1","대지","1735","0001","관악산휴먼시아1단지","20260112","62000","59.99","0.000000","19","","","2008","아파트","중개거래","서울 관악구, 서울 구로구"
"2026","11230","동대문구","10500","답십리동","1","대지","1009","0000","힐스테이트청계","20260112","161500","84.85","0.000000","26","","","2018","아파트","중개거래","서울 동대문구, 서울 송파구"
"2026","11230","동대문구","10200","용두동","1","대지","0026","0014","힐스테이트청량리메트로블","20260112","48250","26.151","0.000000","15","분양권","","0","아파트","중개거래","서울 동대문구"
"2026","11410","서대문구","11800","홍은동","1","대지","0265","0288","힐타운","20260112","9980","36.23","22.000000","3","","","1997","연립다세대","중개거래","서울 서대문구"
"2026","11680","강남구","10300","개포동","1","대지","1233","0017","다세대주택","20260112","59600","50.67","38.000000","1","","","1986","연립다세대","중개거래","서울 강남구"
"2026","11305","강북구","10300","수유동","1","대지","0230","0007","효성 인텔리안 오피스텔","20260112","14500","34.13","52.323000","19","","","2005","오피스텔","중개거래","서울 강북구"
"2026","11500","강서구","10300","화곡동","1","대지","0029","0020","화성그랜드빌라","20260112","20000","57.93","30.000000","3","","20260113","1997","연립다세대","직거래",""
"2026","11545","금천구","10200","독산동","1","대지","1150","0000","금천롯데캐슬골드파크2차201동202동","20260112","89500","59.27","0.000000","29","","","2017","아파트","중개거래","경기 평택시, 서울 금천구"
"2026","11500","강서구","10300","화곡동","1","대지","1165","0000","강서힐스테이트","20260112","139000","59.99","0.000000","13","","","2015","아파트","중개거래","서울 강남구, 서울 강서구"
"2026","11530","구로구","10200","구로동","1","대지","0103","0006","구로 오네뜨 시티","20260112","21500","29.9","42.670000","12","","","2022","오피스텔","중개거래","서울 구로구"
"2026","11710","송파구","11300","거여동","1","대지","0290","0000","거여1단지","20260112","101000","49.8","0.000000","3","","","1997","아파트","중개거래","서울 송파구"
"2026","11215","광진구","10900","군자동","","","","","","20260112","159500","231.43","119.000000","","","","2020","단독다가구","중개거래","서울 광진구"
"2026","11230","동대문구","10600","장안동","1","대지","0338","0011","대명이튼캐슬2","20260111","41400","53.46","32.000000","5","","","2015","연립다세대","중개거래","서울 동대문구"
"2026","11710","송파구","11300","거여동","1","대지","0290","0000","거여1단지","20260111","78000","39.6","0.000000","7","","","1997","아파트","중개거래","서울 송파구"
"2026","11650","서초구","10800","서초동","1","대지","1316","0015","현대성우주상복합아파트","20260111","180000","161.91","0.000000","13","","20260116","2002","아파트","중개거래","서울 서초구"
"2026","11380","은평구","10900","신사동","1","대지","0018","0037","금강블루(18-37)","20260111","23700","40.94","24.000000","2","","","2013","연립다세대","중개거래","서울 은평구"
"2026","11740","강동구","10500","길동","1","대지","0352","0004","길동쎈스빌주상복합아파트","20260111","14000","47.47","55.830000","2","","","2004","오피스텔","중개거래","경기 남양주시"
"2026","11560","영등포구","10800","영등포동7가","1","대지","0094","0051","훼미리하우스117","20260111","10000","16.98","0.000000","13","","","2012","아파트","중개거래","서울 영등포구"
"2026","11740","강동구","10500","길동","1","대지","0352","0004","길동쎈스빌주상복합아파트","20260111","14000","47.47","55.830000","2","","20260115","2004","오피스텔","중개거래","경기 남양주시"
"2026","11500","강서구","10300","화곡동","1","대지","0381","0002","다솜A동(381-2외)","20260111","32500","33.28","19.000000","6","","","2015","연립다세대","중개거래","서울 강서구"
"2026","11500","강서구","10300","화곡동","1","대지","0904","0003","화곡팰리스","20260111","21000","38.05","47.140000","10","","","2020","오피스텔","중개거래","서울 강서구"
"2026","11440","마포구","12300","망원동","1","대지","0416","0075","현대타운","20260111","25000","36.84","26.000000","-1","","","1990","연립다세대","중개거래","서울 마포구"
"2026","11650","서초구","10800","서초동","1","대지","1316","0015","현대성우주상복합아파트","20260111","180000","161.91","0.000000","13","","","2002","아파트","중개거래","서울 서초구"
"2026","11380","은평구","10100","수색동","1","대지","0431","0000","DMC파인시티자이","20260111","150000","84.96","0.000000","8","","","2025","아파트","중개거래","서울 은평구"
"2026","11350","노원구","10300","공릉동","1","대지","0760","0000","화랑대디오베이션","20260111","66900","59.988","0.000000","5","","","2021","아파트","중개거래","서울 노원구"
"2026","11200","성동구","11800","송정동","1","대지","0104","0000","서울숲아이파크","20260111","130000","84.87","0.000000","4","","","2009","아파트","중개거래","서울 성동구"
"2026","11410","서대문구","11700","연희동","1","대지","0194","0030","브라운스톤 연희","20260111","62000","97.65","130.290000","7","","","2007","오피스텔","중개거래","서울 서대문구"
"2026","11440","마포구","12500","성산동","1","대지","0013","0018","성산하이츠빌","20260111","46500","75.5","34.000000","5","","","2001","연립다세대","중개거래","서울 마포구"
"2026","11350","노원구","10500","상계동","1","대지","1279","0000","상계1차중앙하이츠","20260111","54000","59.82","0.000000","23","","","1997","아파트","중개거래","서울 노원구"
"2026","11230","동대문구","10800","회기동","1","대지","0346","0018","베라체캠퍼스","20260111","23000","24.319","0.000000","8","","","2013","아파트","중개거래","경기 성남시 분당구"
"2026","11470","양천구","10100","신정동","1","대지","0337","0000","목동우성2","20260111","115000","84.96","0.000000","12","","","2000","아파트","중개거래","서울 양천구"
"2026","11380","은평구","10700","응암동","1","대지","0767","0000","백련산에스케이뷰아이파크","20260111","98000","59.854","0.000000","22","","","2020","아파트","중개거래","서울 서대문구, 서울 은평구"
"2026","11650","서초구","10200","양재동","1","대지","0352","0009","브라운카운티서초","20260111","73000","29.81","20.000000","5","","","2023","연립다세대","중개거래","서울 강동구, 서울 서초구"
"2026","11380","은평구","10700","응암동","1","대지","0071","0011","삼영평안채","20260111","25600","29.92","20.000000","4","","","2018","연립다세대","중개거래","서울 은평구"
"2026","11500","강서구","10300","화곡동","1","대지","0342","0007","인터시티빌라A동","20260111","40000","69.17","33.000000","6","","","2001","연립다세대","중개거래","서울 강서구"
"2026","11230","동대문구","10600","장안동","1","대지","0573","0000","장한평월드메르디앙","20260111","85000","84.95","0.000000","5","","","2006","아파트","중개거래","서울 동대문구"
"2026","11530","구로구","11100","천왕동","1","대지","0282","0000","천왕이펜하우스1단지","20260111","79000","84.94","0.000000","9","","","2011","아파트","중개거래","서울 구로구"
"2026","11680","강남구","10600","대치동","1","대지","0903","0005","포스빌","20260111","55000","50.82","27.000000","4","","","2002","연립다세대","중개거래","서울 강남구"
"2026","11470","양천구","10100","신정동","1","대지","1314","0000","중앙하이츠","20260111","121000","104.62","0.000000","13","","","2010","아파트","중개거래","서울 구로구"
"2026","11290","성북구","13300","정릉동","1","대지","0800","0018","진안빌라A","20260111","37400","84.75","83.000000","1","","","1990","연립다세대","중개거래","서울 성북구"
"2026","11530","구로구","11100","천왕동","1","대지","0282","0000","천왕이펜하우스1단지","20260111","69000","59.94","0.000000","8","","","2011","아파트","중개거래","서울 구로구"
"2026","11680","강남구","10100","역삼동","1","대지","0783","0036","783-36","20260111","65000","52.15","29.000000","3","","","2017","연립다세대","중개거래","서울 서초구"
"2026","11410","서대문구","10600","천연동","1","대지","0145","0000","천연뜨란채","20260111","105000","55.82","0.000000","16","","","2006","아파트","중개거래","서울 서대문구"
"2026","11350","노원구","10300","공릉동","1","대지","0090","0000","청솔아파트9","20260111","78500","84.99","0.000000","7","","","2000","아파트","중개거래","서울 노원구"
"2026","11290","성북구","13900","석관동","1","대지","0010","0000","두산","20260111","93000","84.9","0.000000","25","","","1998","아파트","중개거래","서울 성북구"
"2026","11290","성북구","13900","석관동","1","대지","0010","0000","두산","20260111","75800","59.97","0.000000","2","","","1998","아파트","중개거래","서울 노원구, 서울 성북구"
"2026","11230","동대문구","10400","전농동","1","대지","0688","0000","래미안아름숲","20260111","125000","84.92","0.000000","9","","","2012","아파트","중개거래","서울 동대문구"
"2026","11740","강동구","10900","천호동","1","대지","0034","0007","동은아트빌","20260111","46000","67.03","35.000000","4","","","2003","연립다세대","중개거래","서울 강동구"
"2026","11500","강서구","10500","마곡동","1","대지","0767","0004","롯데캐슬 르웨스트","20260111","127000","69.843","74.862300","3","","","2024","오피스텔","직거래",""
"2026","11230","동대문구","10400","전농동","1","대지","0212","0019","모두가","20260111","59500","29.9","23.000000","2","","","2017","연립다세대","중개거래","서울 동대문구"
"2026","11350","노원구","10200","월계동","1","대지","0436","0000","동신","20260111","88000","91.54","0.000000","11","","","1983","아파트","중개거래","서울 노원구"
"2026","11290","성북구","13700","상월곡동","1","대지","0101","0000","동아에코빌","20260111","70000","59.95","0.000000","21","","","2003","아파트","중개거래","서울 성북구"
"2026","11110","종로구","17500","숭인동","1","대지","0076","0000","롯데캐슬 천지인","20260111","48000","63.85","83.790000","15","","","2004","오피스텔","중개거래","서울 종로구"
"2026","11305","강북구","10300","수유동","1","대지","0510","0015","더갤러리","20260111","19500","36.5","26.000000","2","","","2013","연립다세대","중개거래","서울 강북구"
"2026","11320","도봉구","10500","쌍문동","1","대지","0315","0203","리치빌","20260111","38000","64.72","37.000000","2","","","2022","연립다세대","직거래",""
"2026","11230","동대문구","10500","답십리동","1","대지","1000","0000","래미안엘파인아파트","20260111","92500","84.9","0.000000","9","","","2011","아파트","중개거래","서울 노원구, 서울 동대문구"
"2026","11320","도봉구","10500","쌍문동","1","대지","0734","0000","시티프라디움","20260111","60000","68.925","0.000000","4","","","2021","아파트","중개거래","서울 도봉구"
"2026","11290","성북구","13600","하월곡동","1","대지","0222","0000","월곡두산위브","20260111","90000","84.766","0.000000","7","","","2003","아파트","중개거래","서울 성북구"
"2026","11620","관악구","10100","봉천동","1","대지","1618","0009","아이빌(1618-9)","20260111","27000","32.41","21.000000","2","","","2014","연립다세대","중개거래","서울 관악구"
"2026","11230","동대문구","10900","휘경동","1","대지","0377","0000","이문휘경지웰에스테이트","20260111","16500","14.144","0.000000","5","","","2021","아파트","중개거래","서울 동대문구"
"2026","11470","양천구","10100","신정동","1","대지","1277","0000","신트리4","20260111","61000","48.96","0.000000","9","","","2000","아파트","중개거래","서울 양천구"
"2026","11620","관악구","10200","신림동","1","대지","1694","0000","신림현대","20260111","44400","34.86","0.000000","12","","","1993","아파트","중개거래","서울 관악구"
"2026","11590","동작구","10800","대방동","1","대지","0041","0000","신한토탈","20260111","90000","69.12","0.000000","16","","","1997","아파트","중개거래","서울 동작구"
"2026","11380","은평구","10500","구산동","1","대지","0014","0032","예림빌라9차","20260111","19300","28.89","19.000000","6","","","2012","연립다세대","중개거래","서울 은평구"
"2026","11560","영등포구","12700","양평동3가","1","대지","0101","0000","양평현대6차","20260111","139500","84.94","0.000000","17","","","2000","아파트","중개거래","서울 영등포구"
"2026","11320","도봉구","10500","쌍문동","1","대지","0075","0027","엘리트빌","20260111","13000","34.46","18.000000","4","","","2002","연립다세대","중개거래","서울 도봉구"
"2026","11410","서대문구","11200","대현동","1","대지","0104","0005","신촌푸르지오시티","20260111","20000","26.752","37.034000","21","","","2014","오피스텔","중개거래","서울 서대문구"
"2026","11440","마포구","12300","망원동","1","대지","0518","0000","신부파스카5차","20260111","40000","37.21","0.000000","1","","","2013","아파트","중개거래","서울 마포구"
"2026","11500","강서구","10300","화곡동","1","대지","0163","0005","이안하우스","20260111","22700","29.97","17.000000","6","","","2022","연립다세대","중개거래","서울 구로구"
"2026","11590","동작구","10700","사당동","1","대지","0192","0004","신남성","20260110","69000","63","75.000000","2","","","1985","연립다세대","중개거래","서울 동작구"
"2026","11200","성동구","11400","성수동1가","1","대지","0685","0308","아트빌딩","20260110","21000","27.02","33.980000","4","","","2003","오피스텔","중개거래","서울 성동구"
"2026","11260","중랑구","10200","상봉동","1","대지","0484","0000","엘지,쌍용아파트","20260110","65000","68.12","0.000000","11","","","1996","아파트","중개거래","서울 중랑구"
"2026","11500","강서구","10500","마곡동","1","대지","0739","0002","우성르보아투","20260110","12300","20.24","29.940000","6","","","2015","오피스텔","중개거래","서울 강서구"
"2026","11200","성동구","10500","마장동","1","대지","0835","0000","우성에비뉴","20260110","72000","60.4","0.000000","10","","","2017","아파트","중개거래","서울 동대문구, 서울 성동구"
"2026","11320","도봉구","10700","창동","1","대지","0661","0055","스마트트라움","20260110","14450","16.42","0.000000","12","","","2021","아파트","중개거래","서울 강북구"
"2026","11500","강서구","10600","내발산동","1","대지","0671","0010","아이디움(101,102동)","20260110","29500","38.82","25.000000","5","","","2014","연립다세대","중개거래","서울 강서구"
"2026","11710","송파구","10400","송파동","1","대지","0245","0000","송파파밀리에더퍼스트","20260110","140000","70.082","0.000000","2","","","2023","아파트","중개거래","서울 송파구, 서울 은평구"
"2026","11680","강남구","10100","역삼동","1","대지","0781","0035","스타힐스","20260110","44000","20.88","15.000000","3","","","2012","연립다세대","중개거래","서울 강남구"
"2026","11650","서초구","10200","양재동","1","대지","0271","0004","아름다운공간(271-4)","20260110","50000","26.96","17.000000","4","","","2012","연립다세대","중개거래","서울 서초구"
"2026","11710","송파구","10600","삼전동","1","대지","0110","0011","욱빈힐타움(110-11)","20260110","64000","55.22","30.000000","2","","","2014","연립다세대","중개거래","서울 송파구"
"2026","11650","서초구","10200","양재동","1","대지","0243","0005","운영타운","20260110","55000","42.9","21.000000","3","","","1995","연립다세대","중개거래","서울 서초구"
"2026","11710","송파구","11300","거여동","1","대지","0597","0000","송파레이크파크호반써밋Ⅰ","20260110","201000","108.811","0.000000","19","","","2022","아파트","중개거래","서울 송파구"
"2026","11620","관악구","10200","신림동","1","대지","1736","0000","신림2차푸르지오","20260110","68000","84.809","0.000000","1","","","2007","아파트","중개거래","서울 관악구"
"2026","11740","강동구","10200","고덕동","1","대지","0486","0000","아남1","20260110","80000","71.2","0.000000","1","","","1996","아파트","직거래",""
"2026","11215","광진구","10900","군자동","1","대지","0473","0021","스테이 더 디자이너스 군자","20260110","20000","16.94","26.920000","8","","","2020","오피스텔","중개거래","서울 광진구"
"2026","11380","은평구","10900","신사동","1","대지","0367","0000","이랜드타운아파트","20260110","55000","59.982","0.000000","23","","","2004","아파트","중개거래","서울 은평구"
"2026","11710","송파구","10300","풍납동","1","대지","0509","0000","씨티극동1","20260110","94500","59.69","0.000000","4","","","1998","아파트","중개거래","서울 송파구"
"2026","11545","금천구","10300","시흥동","1","대지","0817","0029","시흥(817-29)","20260110","24800","39.83","0.000000","2","","","1975","아파트","중개거래","서울 금천구"
"2026","11440","마포구","10300","신공덕동","1","대지","0155","0000","신공덕1차삼성래미안1아파트","20260110","174500","59.76","0.000000","4","","","2000","아파트","중개거래","서울 마포구"
"2026","11560","영등포구","11800","도림동","1","대지","0820","0000","쌍용플래티넘시티1단지","20260110","55500","62.88","75.980000","14","","","2006","오피스텔","중개거래","서울 영등포구"
"2026","11560","영등포구","11800","도림동","1","대지","0820","0000","쌍용플래티넘시티1단지","20260110","55500","62.42","75.420000","3","","","2006","오피스텔","중개거래","서울 영등포구"
"2026","11560","영등포구","11800","도림동","1","대지","0820","0000","쌍용플래티넘시티1단지","20260110","57000","62.88","75.980000","14","","","2006","오피스텔","중개거래","서울 영등포구"
"2026","11380","은평구","10900","신사동","1","대지","0371","0000","은평신사두산위브2차","20260110","78600","84.99","0.000000","4","","","2011","아파트","중개거래","서울 은평구"
"2026","11530","구로구","10200","구로동","1","대지","0187","0003","예성유토피아","20260110","25000","40.68","54.380000","3","","","2005","오피스텔","중개거래","서울 구로구"
"2026","11620","관악구","10100","봉천동","1","대지","1707","0001","은천2단지아파트","20260110","58800","49.95","0.000000","7","","","2000","아파트","중개거래","서울 관악구"
"2026","11290","성북구","13600","하월곡동","1","대지","0222","0000","월곡두산위브","20260110","89000","84.843","0.000000","5","","","2003","아파트","중개거래","서울 성북구"
"2026","11440","마포구","12000","서교동","1","대지","0458","0003","에덴쉐르빌(458-3)","20260110","60000","75.76","35.000000","2","","","2001","연립다세대","중개거래","서울 마포구"
"2026","11440","마포구","10900","염리동","1","대지","0520","0000","염리삼성래미안","20260110","167000","59.76","0.000000","11","","","2001","아파트","중개거래","서울 마포구"
"2026","11500","강서구","10100","염창동","1","대지","0281","0022","염창1차한화꿈에그린","20260110","133100","84.93","0.000000","13","","","2005","아파트","중개거래","서울 강서구"
"2026","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20260110","303000","117.585","0.000000","5","","","1988","아파트","중개거래","서울 서초구, 서울 송파구"
"2026","11350","노원구","10500","상계동","1","대지","1255","0000","은빛1단지","20260110","41000","49.77","0.000000","9","","","1998","아파트","중개거래","서울 노원구"
"2026","11740","강동구","10900","천호동","1","대지","0290","0013","신주리버빌","20260110","42000","26.88","18.000000","6","","","2020","연립다세대","중개거래","서울 강동구"
"2026","11320","도봉구","10800","도봉동","1","대지","0564","0004","유정맨션","20260110","23000","54.33","30.000000","3","","","2008","연립다세대","중개거래","서울 도봉구"
"2026","11260","중랑구","10600","신내동","1","대지","0657","0000","신내9진흥","20260110","32000","39.84","0.000000","11","","","1996","아파트","중개거래","서울 중랑구"
"2026","11410","서대문구","11100","홍제동","1","대지","0454","0000","유원하나","20260110","54500","58.77","0.000000","9","","","1996","아파트","중개거래","서울 서대문구"
"2026","11560","영등포구","10100","영등포동","1","대지","0647","0000","영등포푸르지오","20260110","141000","73.133","0.000000","13","","","2002","아파트","중개거래","서울 영등포구"
"2026","11230","동대문구","10200","용두동","1","대지","0791","0000","용두두산위브","20260110","130000","84.99","0.000000","7","","","2009","아파트","중개거래","서울 동대문구, 서울 성동구"
"2026","11410","서대문구","11200","대현동","1","대지","0090","0077","유씨유 이대","20260110","19700","17.66","30.740300","8","","","2018","오피스텔","중개거래","서울 마포구"
"2026","11560","영등포구","12600","양평동2가","1","대지","0023","0000","양평벽산블루밍","20260110","87000","59.58","0.000000","10","","","1990","아파트","중개거래","서울 영등포구"
"2026","11470","양천구","10100","신정동","1","대지","1276","0000","신트리3","20260110","102500","84.8","0.000000","6","","","2000","아파트","중개거래","서울 양천구"
"2026","11710","송파구","10900","장지동","1","대지","0897","0000","위례중앙푸르지오1단지","20260110","234000","110.271","0.000000","9","","","2016","아파트","중개거래","서울 송파구"
"2026","11560","영등포구","13200","신길동","1","대지","1515","0000","세원빌라바동","20260110","42000","36.87","32.000000","2","","","1988","연립다세대","중개거래","서울 영등포구"
"2026","11290","성북구","10100","성북동","1","대지","0168","0043","이스트파크","20260110","81000","76.48","45.000000","3","","","2005","연립다세대","중개거래","서울 성북구"
"2026","11410","서대문구","11700","연희동","1","대지","0107","0011","오션빌16B","20260110","42000","60.78","36.000000","2","","","2010","연립다세대","중개거래","서울 서대문구"
"2026","11530","구로구","10800","오류동","1","대지","0152","0013","우석빌라(가,나,다)","20260110","27000","57.12","47.000000","2","","","1987","연립다세대","중개거래","서울 구로구"
"2026","11500","강서구","10300","화곡동","1","대지","0362","0066","웰스하이빌(362-66)","20260110","25000","29.88","18.000000","4","","","2013","연립다세대","중개거래","서울 강서구"
"2026","11500","강서구","10400","가양동","1","대지","1480","0001","이스타빌2차","20260110","15900","32.8","43.000000","7","","","2003","오피스텔","중개거래","서울 강서구"
"2026","11500","강서구","10900","방화동","1","대지","0869","0000","신안네트빌2단지","20260110","59000","57.165","0.000000","3","","","2002","아파트","중개거래","서울 강서구"
"2026","11500","강서구","10300","화곡동","1","대지","0862","0014","이수골든빌리지","20260110","17500","41.46","17.000000","1","","","1992","연립다세대","중개거래","서울 강서구"
"2026","11320","도봉구","10700","창동","1","대지","0731","0121","엘리시안","20260110","23000","29.67","12.000000","5","","","2020","연립다세대","직거래",""
"2026","11530","구로구","10100","신도림동","1","대지","0432","0001","신도림 에스케이뷰","20260110","82000","85.92","111.920000","27","","","2006","오피스텔","중개거래","서울 구로구"
"2026","11560","영등포구","12600","양평동2가","1","대지","0037","0003","오목교투웨니퍼스트","20260110","28200","28.63","37.020000","6","","","2017","오피스텔","중개거래","서울 영등포구"
"2026","11440","마포구","10800","대흥동","1","대지","0012","0027","이대역 푸르지오 시티","20260110","25000","29.14","40.070000","6","","","2013","오피스텔","중개거래","서울 마포구"
"2026","11350","노원구","10400","하계동","1","대지","0288","0000","하계2현대","20260110","90000","84.896","0.000000","15","","","1997","아파트","중개거래","서울 노원구"
"2026","11350","노원구","10300","공릉동","1","대지","0758","0000","태릉해링턴플레이스","20260110","107700","84.98","0.000000","3","","","2022","아파트","중개거래","서울 노원구"
"2026","11590","동작구","10200","상도동","1","대지","0415","0000","중앙하이츠빌","20260110","147000","123.602","0.000000","20","","","2003","아파트","중개거래","서울 동작구"
"2026","11530","구로구","10700","개봉동","1","대지","0481","0000","현대","20260110","85750","84.99","0.000000","18","","","2001","아파트","중개거래","서울 구로구"
"2026","11740","강동구","10900","천호동","1","대지","0055","0004","천호롯데아파트","20260110","63000","59.99","0.000000","4","","","1999","아파트","중개거래","서울 강동구"
"2026","11320","도봉구","10800","도봉동","1","대지","0030","0001","한신","20260110","58500","84.94","0.000000","5","","","1995","아파트","중개거래","서울 도봉구"
"2026","11680","강남구","10800","논현동","1","대지","0148","0006","이화빌라","20260110","58000","50.62","26.000000","3","","","1991","연립다세대","중개거래","서울 서초구"
"2026","11170","용산구","13100","한남동","1","대지","0828","0000","한남아이파크애비뉴","20260110","91000","47.81","0.000000","9","","","2017","아파트","중개거래","서울 용산구"
"2026","11380","은평구","10300","불광동","1","대지","0171","0030","행복이가득한빌라","20260110","22000","45.43","25.000000","3","","","1991","연립다세대","중개거래","서울 송파구, 서울 은평구"
