"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2026","11230","동대문구","10200","용두동","1","대지","0788","0000","한방천하-용두동 포스빌","20260126","20000","45.32","58.275000","15","","","2006","오피스텔","직거래",""
"2026","11440","마포구","12500","성산동","1","대지","0590","0001","상암 두산위브센티움","20260126","14700","23.07","32.880000","14","","","2013","오피스텔","중개거래","서울 마포구"
"2026","11680","강남구","11500","수서동","1","대지","0716","0000","사이룩스","20260126","24800","32.58","43.610000","9","","","2003","오피스텔","중개거래","서울 강남구"
"2026","11560","영등포구","12300","문래동5가","1","대지","0067","0000","문래모아미래도","20260126","144000","84.75","0.000000","16","","","2017","아파트","중개거래","서울 양천구, 서울 영등포구"
"2026","11680","강남구","10500","삼성동","1","대지","0016","0002","삼성동힐스테이트 1단지","20260126","118000","31.402","0.000000","22","","","2008","아파트","직거래",""
"2026","11380","은평구","10800","역촌동","1","대지","0002","0001","고도아파트","20260126","21000","29.91","34.720000","2","","","2021","오피스텔","직거래",""
"2026","11620","관악구","10300","남현동","1","대지","0602","0054","네스코 승방","20260126","51000","67.86","77.450000","3","","","2016","오피스텔","중개거래","서울 관악구"
"2026","11380","은평구","10800","역촌동","1","대지","0002","0001","고도아파트","20260126","50000","50.82","0.000000","9","","","2021","아파트","중개거래","서울 은평구"
"2026","11380","은평구","10300","불광동","1","대지","0400","0029","산빌라(가동)","20260125","20500","27.12","14.000000","-1","","","1992","연립다세대","중개거래","서울 은평구"
"2026","11260","중랑구","10100","면목동","1","대지","0193","0001","면목한신","20260125","32000","35.3","0.000000","7","","","1987","아파트","중개거래","서울 중랑구"
"2026","11680","강남구","11400","일원동","1","대지","0743","0000","디에이치자이개포","20260124","375000","84.73","0.000000","14","","","2021","아파트","중개거래","서울 강남구, 서울 서초구"
"2026","11260","중랑구","10100","면목동","1","대지","1528","0000","면목동금호어울림아파트","20260124","70000","84.082","0.000000","2","","","2005","아파트","중개거래","서울 중랑구"
"2026","11560","영등포구","11300","당산동3가","1","대지","0080","0001","리앤나빌리지","20260124","14000","22.85","30.830000","7","","","2004","오피스텔","중개거래","서울 영등포구"
"2026","11500","강서구","10200","등촌동","1","대지","0628","0000","등촌동노블리움오피스텔","20260124","23800","48.53","66.200000","5","","","2005","오피스텔","중개거래","서울 강서구, 서울 종로구"
"2026","11320","도봉구","10800","도봉동","1","대지","0062","0001","도봉 엠블렘","20260124","9500","18.961","20.710000","4","","","2018","오피스텔","중개거래","서울 도봉구"
"2026","11470","양천구","10300","신월동","1","대지","1076","0000","목동센트럴아이파크위브2단지","20260124","91000","52.85","0.000000","5","","","2020","아파트","중개거래","서울 양천구"
"2026","11320","도봉구","10800","도봉동","1","대지","0593","0037","도봉숲아뜨리움","20260124","44000","46.83","40.000000","5","","","2016","연립다세대","중개거래","서울 도봉구"
"2026","11710","송파구","10500","석촌동","1","대지","0291","0016","호선주택","20260124","37750","40.08","22.000000","3","","","2003","연립다세대","중개거래","서울 송파구"
"2026","11530","구로구","10200","구로동","1","대지","0650","0004","SK 허브수 ","20260124","20300","37.53","46.400000","13","","","2005","오피스텔","중개거래","서울 구로구"
"2026","11260","중랑구","10100","면목동","1","대지","0172","0028","건영빌라트","20260124","34500","63.24","35.000000","1","","","1997","연립다세대","중개거래","서울 중랑구"
"2026","11260","중랑구","10200","상봉동","1","대지","0001","0000","건영1","20260124","68700","84.96","0.000000","17","","","1997","아파트","중개거래","서울 중랑구"
"2026","11410","서대문구","11200","대현동","1","대지","0040","0038","이대역 STARGATE","20260124","26000","19.76","30.010000","4","","","2021","오피스텔","중개거래","서울 서대문구, 서울 송파구"
"2026","11380","은평구","11400","진관동","1","대지","0100","0003","아이파크 포레스트 게이트","20260124","11000","24.36","34.990000","2","","","2013","오피스텔","중개거래","서울 은평구"
"2026","11680","강남구","10800","논현동","1","대지","0122","0025","세호시티라이프","20260124","48000","45.04","0.000000","5","","","1996","아파트","중개거래","서울 강남구"
"2026","11260","중랑구","10600","신내동","1","대지","0482","0005","신일연립(3동)","20260124","16500","41.58","30.000000","1","","","1988","연립다세대","중개거래","서울 중랑구"
"2026","11620","관악구","10200","신림동","1","대지","0551","0009","신림2차현대","20260124","74500","113.52","0.000000","14","","","1996","아파트","중개거래","경기 구리시"
"2026","11620","관악구","10300","남현동","1","대지","1070","0009","이에스하임","20260124","42000","40.22","23.000000","4","","","2016","연립다세대","중개거래","서울 관악구"
"2026","11260","중랑구","10400","묵동","1","대지","0013","0000","신내","20260124","33000","39.84","0.000000","9","","","1996","아파트","중개거래","서울 중랑구"
"2026","11440","마포구","10400","도화동","1","대지","0556","0000","에스케이허브그린","20260124","30500","38.51","50.590000","15","","","2005","오피스텔","중개거래","서울 마포구"
"2026","11680","강남구","10300","개포동","1","대지","1260","0002","우찬현대(1260-2)","20260124","92500","65.06","0.000000","6","","","2006","아파트","중개거래","서울 강남구"
"2026","11530","구로구","10800","오류동","1","대지","0033","0033","예성 라온팰리스","20260124","46000","93.78","124.320000","20","","","2007","오피스텔","중개거래","서울 구로구"
"2026","11470","양천구","10200","목동","1","대지","0318","0160","준","20260124","37000","69.33","33.000000","1","","","2011","연립다세대","중개거래","서울 양천구"
"2026","11215","광진구","10100","중곡동","1","대지","0018","0033","한강S클래스","20260124","32500","33.04","24.000000","4","","","2015","연립다세대","중개거래","서울 광진구"
"2026","11620","관악구","10100","봉천동","1","대지","0468","0002","하우젠-빌","20260124","90000","84.52","29.000000","4","","","2004","연립다세대","중개거래","서울 관악구"
"2026","11710","송파구","11100","방이동","1","대지","0022","0005","잠실리시온","20260124","36500","43.05","56.730000","14","","","2004","오피스텔","중개거래","서울 송파구"
"2026","11410","서대문구","11200","대현동","1","대지","0090","0070","파라타워","20260124","26300","20.857","35.582300","12","","","2020","오피스텔","중개거래","서울 서대문구"
"2026","11350","노원구","10300","공릉동","1","대지","0557","0007","토토하우스","20260124","20000","28.385","18.000000","5","","","2016","연립다세대","중개거래","서울 노원구"
"2026","11740","강동구","10900","천호동","1","대지","0237","0000","한신아파트","20260124","73500","82.08","0.000000","9","","","1991","아파트","중개거래","서울 강동구"
"2026","11440","마포구","10100","아현동","1","대지","0331","0029","트렌빌","20260124","55000","35.68","44.540000","4","","","2019","오피스텔","중개거래","서울 마포구"
"2026","11260","중랑구","10100","면목동","1","대지","1515","0000","성원상떼빌","20260124","59000","59.91","0.000000","5","","","1997","아파트","중개거래","서울 중랑구"
"2026","11500","강서구","10300","화곡동","1","대지","0105","0028","삼진빌라(105-28)","20260124","18500","49.35","27.000000","4","","","1992","연립다세대","중개거래","서울 강서구"
"2026","11350","노원구","10500","상계동","1","대지","0173","0001","벽산","20260123","33500","43.35","0.000000","6","","","1989","아파트","중개거래","서울 노원구"
"2026","11200","성동구","11500","성수동2가","1","대지","0277","0037","성원상떼뷰오피스텔","20260123","17500","28.08","37.250000","9","","","2003","오피스텔","중개거래","서울 성동구"
"2026","11260","중랑구","10100","면목동","1","대지","1545","0000","사가정센트럴아이파크","20260123","118700","59.92","0.000000","14","","","2020","아파트","중개거래","서울 중랑구"
"2026","11680","강남구","11500","수서동","1","대지","0716","0000","사이룩스","20260123","30000","42.13","56.390000","8","","","2003","오피스텔","직거래",""
"2026","11440","마포구","12700","상암동","1","대지","1734","0000","상암 한화 오벨리스크","20260123","11020","24.22","31.390000","3","","","2013","오피스텔","중개거래","서울 마포구"
"2026","11560","영등포구","12400","문래동6가","1","대지","0008","0000","문래임광그대가","20260123","64000","85.26","106.940000","11","","","2005","오피스텔","중개거래","서울 영등포구"
"2026","11260","중랑구","10100","면목동","1","대지","1204","0002","성진타운나동","20260123","24500","56.41","25.000000","5","","","2004","연립다세대","직거래",""
"2026","11560","영등포구","12100","문래동3가","1","대지","0055","0004","문래동메가트리움","20260123","108000","99.53","126.040000","8","","","null","오피스텔","중개거래","서울 강동구, 서울 영등포구"
"2026","11380","은평구","11400","진관동","1","대지","0073","0000","웅신 미켈란의 아침","20260123","12000","19.06","32.518700","18","","","2017","오피스텔","중개거래","서울 은평구"
"2026","11380","은평구","11400","진관동","1","대지","0073","0000","웅신 미켈란의 아침","20260123","12000","19.06","32.518700","18","","","2017","오피스텔","중개거래","서울 은평구"
"2026","11260","중랑구","10400","묵동","1","대지","0013","0000","신내","20260123","36500","39.84","0.000000","2","","","1996","아파트","중개거래","서울 중랑구"
"2026","11260","중랑구","10600","신내동","1","대지","0657","0000","신내9진흥","20260123","51000","49.93","0.000000","10","","","1996","아파트","중개거래","서울 중랑구"
"2026","11260","중랑구","10600","신내동","1","대지","0657","0000","신내9진흥","20260123","46000","49.93","0.000000","2","","","1996","아파트","중개거래","서울 중랑구"
"2026","11620","관악구","10200","신림동","1","대지","1431","0038","신림오피스텔","20260123","12700","29.7","40.860000","6","","","1998","오피스텔","중개거래","서울 관악구"
"2026","11230","동대문구","10600","장안동","1","대지","0381","0001","우민에뜨와르오피스텔","20260123","15400","36.62","70.570000","3","","","2009","오피스텔","중개거래","서울 동대문구"
"2026","11170","용산구","12200","문배동","1","대지","0003","0003","이안용산프리미어","20260123","165000","110.14","0.000000","10","","","2007","아파트","중개거래","서울 용산구"
"2026","11590","동작구","10900","신대방동","1","대지","0721","0000","스마티움(721)","20260123","11800","13.76","9.000000","3","","","2014","연립다세대","중개거래","서울 동작구"
"2026","11710","송파구","10600","삼전동","1","대지","0173","0012","유지빌라2차(173-12)","20260123","39000","67.44","29.000000","-1","","","1992","연립다세대","중개거래","서울 송파구"
"2026","11380","은평구","10600","대조동","1","대지","0197","0001","유진 아이디움","20260123","14000","17.14","25.490000","3","","","2019","오피스텔","직거래",""
"2026","11650","서초구","10300","우면동","1","대지","0764","0000","우솔마을서초리슈빌S아파트","20260123","30000","30.89","0.000000","7","","","2014","아파트","중개거래","서울 서초구"
"2026","11710","송파구","11200","오금동","1","대지","0135","0000","송파두산위브","20260123","128800","59.982","0.000000","13","","","2019","아파트","중개거래","서울 송파구"
"2026","11470","양천구","10200","목동","1","대지","0324","0103","월드메르디앙(324-103)","20260123","30500","29.88","18.000000","6","","","2017","연립다세대","중개거래","서울 강서구, 서울 양천구"
"2026","11710","송파구","10900","장지동","1","대지","0833","0000","송파파인타운1단지","20260123","142000","84.95","0.000000","2","","","2010","아파트","중개거래","서울 송파구"
"2026","11260","중랑구","10400","묵동","1","대지","0013","0000","신내","20260123","46000","49.77","0.000000","2","","","1996","아파트","중개거래","서울 중랑구"
"2026","11710","송파구","10100","잠실동","1","대지","0175","0012","올림픽타워","20260123","30300","34.87","51.940000","6","","","2004","오피스텔","중개거래","서울 송파구"
"2026","11440","마포구","12000","서교동","1","대지","0371","0007","엠제이더퍼스트홍대","20260123","27000","18.76","25.440000","13","","","2018","오피스텔","중개거래","서울 마포구"
"2026","11710","송파구","10700","가락동","1","대지","0079","0000","롯데캐슬","20260123","150000","180.516","0.000000","16","","","2003","아파트","직거래",""
"2026","11230","동대문구","10500","답십리동","1","대지","1000","0000","래미안엘파인아파트","20260123","86500","59.95","0.000000","19","","","2011","아파트","중개거래","서울 동대문구"
"2026","11680","강남구","10100","역삼동","1","대지","0824","0025","대우디오빌플러스","20260123","22500","38.96","48.490000","10","","20260126","2004","오피스텔","중개거래","서울 강남구"
"2026","11380","은평구","11400","진관동","1","대지","0107","0000","마고정3단지센트레빌(310~322동)BL2-3","20260123","76500","59.71","0.000000","5","","","2009","아파트","중개거래","서울 은평구"
"2026","11470","양천구","10200","목동","1","대지","0901","0000","목동신시가지1","20260123","290000","99.15","0.000000","3","","","1985","아파트","중개거래","서울 양천구"
"2026","11440","마포구","10400","도화동","1","대지","0555","0000","마포 한화 오벨리스크","20260123","35000","33.93","47.090000","8","","","2004","오피스텔","중개거래","서울 마포구"
"2026","11470","양천구","10300","신월동","1","대지","1060","0000","동원데자뷰","20260123","74000","84.975","0.000000","3","","","2012","아파트","중개거래","서울 양천구"
"2026","11440","마포구","12300","망원동","1","대지","0521","0000","마포한강아이파크","20260123","210000","111.395","0.000000","12","","","2019","아파트","중개거래","서울 마포구"
"2026","11440","마포구","12300","망원동","1","대지","0521","0000","마포한강아이파크","20260123","150000","59.381","0.000000","13","","","2019","아파트","중개거래","서울 마포구"
"2026","11260","중랑구","10600","신내동","1","대지","0648","0000","디아뜨갤러리","20260123","14600","38.7","49.000000","2","","","2003","오피스텔","중개거래","서울 중랑구"
"2026","11500","강서구","10500","마곡동","1","대지","0758","0003","마곡헤리움2차","20260123","15400","22.51","33.970000","3","","","2016","오피스텔","중개거래","서울 강서구"
"2026","11680","강남구","10500","삼성동","1","대지","0142","0007","LG선릉에클라트","20260123","23000","41.64","52.850000","1","","","2003","오피스텔","중개거래","서울 강남구"
"2026","11680","강남구","11800","도곡동","1","대지","0467","0019","현대비젼21","20260123","37750","33.1","0.000000","22","","","1999","아파트","중개거래","서울 강남구"
"2026","11230","동대문구","10900","휘경동","","","","","","20260123","34200","109.71","69.000000","","","","1991","단독다가구","중개거래","서울 동대문구"
"2026","11680","강남구","10100","역삼동","1","대지","0708","0016","능현오피스텔","20260123","21500","29.6","40.850000","2","","","2004","오피스텔","중개거래","서울 강남구"
"2026","11680","강남구","11200","자곡동","1","대지","0655","0000","강남 푸르지오시티 2차(PRUGIO CITYⅡ)","20260123","13750","22.444","29.725000","3","","","2014","오피스텔","중개거래","경기 포천시, 서울 강남구"
"2026","11260","중랑구","10100","면목동","","","","","","20260123","111200","377.1","183.000000","","","","1985","단독다가구","직거래",""
"2026","11440","마포구","10400","도화동","1","대지","0036","0000","고려아카데미텔","20260123","25500","33.27","33.270000","9","","","1988","오피스텔","중개거래","서울 마포구"
"2026","11230","동대문구","10400","전농동","1","대지","0100","0001","다스하우스","20260123","11000","14.7","21.890000","10","","","2018","오피스텔","중개거래","서울 동대문구"
"2026","11470","양천구","10300","신월동","1","대지","0045","0002","근상아트프리즘","20260123","5430","21.38","33.230000","2","","","2002","오피스텔","중개거래","서울 영등포구"
"2026","11620","관악구","10200","신림동","","","","","","20260123","53900","32.07","63.000000","","","","1969","단독다가구","중개거래","서울 관악구"
"2026","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20260123","70000","46.58","58.860000","17","","","null","오피스텔","중개거래","서울 송파구"
"2026","11500","강서구","10300","화곡동","1","대지","0379","0060","제이스빌","20260123","19000","29.21","17.000000","6","","","2020","연립다세대","직거래",""
"2026","11440","마포구","12400","연남동","1","대지","0573","0000","코오롱","20260123","106300","59.76","0.000000","12","","","2003","아파트","중개거래","서울 마포구"
"2026","11215","광진구","10100","중곡동","1","대지","0293","0032","태영아트빌","20260123","33000","29.96","23.000000","4","","","2015","연립다세대","중개거래","서울 광진구"
"2026","11740","강동구","10700","암사동","1","대지","0497","0006","한건브리앙","20260123","69000","82.91","0.000000","7","","","2004","아파트","중개거래","서울 강동구"
"2026","11320","도봉구","10700","창동","1","대지","0305","0000","창동주공1단지","20260123","52800","49.94","0.000000","4","","","1990","아파트","중개거래","서울 도봉구"
"2026","11350","노원구","10400","하계동","1","대지","0288","0000","하계2현대","20260123","92000","84.896","0.000000","8","","","1997","아파트","중개거래","서울 노원구"
"2026","11500","강서구","10300","화곡동","1","대지","0111","0037","프리메라","20260123","13800","24.57","14.000000","5","","","2018","연립다세대","중개거래","경기 부천시 원미구"
"2026","11470","양천구","10200","목동","1","대지","0318","0202","지엠벨리","20260123","15700","27.26","16.000000","3","","","2014","연립다세대","직거래",""
"2026","11470","양천구","10100","신정동","1","대지","0339","0000","파인빌","20260123","91000","73.138","0.000000","5","","","2001","아파트","중개거래","서울 양천구"
"2026","11710","송파구","11400","마천동","1","대지","0569","0002","장현빌라","20260123","90500","44.11","29.000000","-1","","","1993","연립다세대","중개거래","서울 강동구, 서울 송파구"
"2026","11290","성북구","10100","성북동","1","대지","0174","0003","(174-3)","20260122","58000","59.58","32.000000","2","","","1997","연립다세대","중개거래","서울 성북구"
"2026","11470","양천구","10200","목동","1","대지","0719","0037","A&A빌2차","20260122","17000","29.92","17.000000","2","","","2012","연립다세대","직거래",""
"2026","11740","강동구","10600","둔촌동","1","대지","0611","0000","한솔솔파크","20260122","89000","67.24","0.000000","1","","","2003","아파트","중개거래","서울 강동구"
"2026","11350","노원구","10200","월계동","1","대지","0927","0000","한일2","20260122","62500","84.846","0.000000","1","","","2000","아파트","중개거래","서울 노원구"
"2026","11230","동대문구","10500","답십리동","1","대지","0494","0001","한일노벨리아","20260122","14300","16.64","0.000000","13","","","2016","아파트","중개거래","서울 동대문구"
"2026","11650","서초구","10600","잠원동","1","대지","0045","0003","잠원샤인빌","20260122","27500","16.82","11.000000","4","","","2016","연립다세대","중개거래","서울 강남구"
"2026","11530","구로구","10700","개봉동","1","대지","0318","0013","청구파크빌라(318-13)","20260122","14800","45.02","25.000000","-1","","","1993","연립다세대","중개거래","서울 구로구"
"2026","11230","동대문구","10600","장안동","1","대지","0372","0005","장안뉴시티","20260122","8200","17.53","0.000000","11","","","2012","아파트","중개거래","서울 동대문구, 서울 중랑구"
"2026","11500","강서구","10200","등촌동","1","대지","0714","0000","코오롱하늘채","20260122","93000","84.96","0.000000","12","","","2003","아파트","중개거래","서울 강서구"
"2026","11440","마포구","10400","도화동","1","대지","0555","0000","한화오벨리스크","20260122","122000","75.7","0.000000","34","","","2004","아파트","중개거래","서울 마포구"
"2026","11530","구로구","10600","고척동","1","대지","0337","0000","한일유앤아이","20260122","56500","59.647","0.000000","17","","","2005","아파트","중개거래","서울 구로구"
"2026","11620","관악구","10200","신림동","1","대지","1462","0034","(1462-34)","20260122","10500","17.82","25.290000","7","","","2005","오피스텔","중개거래","서울 관악구"
"2026","11350","노원구","10300","공릉동","1","대지","0081","0000","태강아파트(아이파크)","20260122","53700","49.6","0.000000","10","","","1999","아파트","중개거래","서울 노원구"
"2026","11170","용산구","10200","용산동2가","1","대지","0005","1520","(5-1520)","20260122","22500","21.77","13.000000","3","","","1998","연립다세대","중개거래","서울 용산구"
"2026","11740","강동구","10700","암사동","1","대지","0496","0021","한솔아트빌","20260122","22600","25.35","17.000000","4","","","2008","연립다세대","직거래",""
"2026","11650","서초구","10100","방배동","1","대지","0980","0024","정광빌라","20260122","37300","41.91","34.000000","-1","","","1989","연립다세대","중개거래","서울 서초구"
"2026","11530","구로구","11200","항동","1","대지","0241","0000","한양수자인에듀힐즈","20260122","82500","84.959","0.000000","2","","","2019","아파트","중개거래","서울 구로구"
"2026","11500","강서구","10800","공항동","1","대지","1398","0000","더트루엘마곡HQ","20260122","64700","48.329","0.000000","13","","","2024","아파트","직거래",""
"2026","11410","서대문구","10500","냉천동","1","대지","0260","0000","동부센트레빌","20260122","108000","114.92","0.000000","15","","","2002","아파트","중개거래","서울 서대문구"
"2026","11500","강서구","10200","등촌동","1","대지","0633","0021","등촌투웨니퍼스트3차","20260122","23000","27.97","37.100000","6","","","2016","오피스텔","중개거래","서울 강서구"
"2026","11230","동대문구","10600","장안동","1","대지","0587","0000","동대문더퍼스트데시앙","20260122","102000","84.977","0.000000","3","","","2019","아파트","직거래",""
"2026","11470","양천구","10200","목동","1","대지","0324","0087","라움리츠빌","20260122","28700","25.71","16.000000","6","","","2017","연립다세대","중개거래","서울 양천구"
"2026","11530","구로구","10100","신도림동","1","대지","0643","0000","동아1","20260122","121500","59.978","0.000000","10","","","1999","아파트","중개거래","서울 구로구"
"2026","11710","송파구","10100","잠실동","1","대지","0022","0000","리센츠","20260122","350000","84.99","0.000000","26","","","2008","아파트","중개거래","서울 송파구"
"2026","11440","마포구","10200","공덕동","1","대지","0105","0084","마포자이힐스테이트 라첼스","20260122","265000","84.994","0.000000","12","분양권","","0","아파트","중개거래","서울 마포구"
"2026","11470","양천구","10100","신정동","1","대지","0326","0000","목동신시가지12","20260122","190000","71.64","0.000000","2","","","1988","아파트","직거래",""
"2026","11440","마포구","10900","염리동","1","대지","0164","0004","삼부골든타워","20260122","42000","48.6","72.011000","3","","","2003","오피스텔","중개거래","서울 마포구"
"2026","11650","서초구","10100","방배동","1","대지","1026","0014","방배신동아럭스빌","20260122","253500","164.43","0.000000","10","","","2003","아파트","중개거래","대전 유성구, 서울 서초구"
"2026","11710","송파구","10800","문정동","1","대지","0093","0006","샬롬하우스","20260122","50000","72.32","32.000000","3","","","2004","연립다세대","중개거래","서울 송파구"
"2026","11500","강서구","10300","화곡동","1","대지","0424","0073","보명빌라","20260122","22000","60.12","31.000000","1","","","1994","연립다세대","중개거래","서울 강서구"
"2026","11170","용산구","12100","용문동","1","대지","0090","0000","브라운스톤","20260122","174000","84.98","0.000000","3","","","2011","아파트","중개거래","서울 용산구"
"2026","11545","금천구","10300","시흥동","1","대지","0109","0001","무지개","20260122","34000","53.75","0.000000","6","","","1980","아파트","직거래",""
"2026","11410","서대문구","11100","홍제동","1","대지","0463","0000","문화촌현대","20260122","66850","59.94","0.000000","11","","","2002","아파트","중개거래","서울 서대문구"
"2026","11500","강서구","10900","방화동","1","대지","0830","0005","방화샤르망2오피스텔","20260122","5700","17.636","24.965000","7","","","2003","오피스텔","중개거래","서울 강서구"
"2026","11680","강남구","10500","삼성동","1","대지","0147","0002","미켈란147","20260122","176000","84.86","0.000000","21","","","2004","아파트","중개거래","서울 강남구"
"2026","11440","마포구","12700","상암동","1","대지","1655","0000","상암월드컵파크4단지","20260122","157000","104.78","0.000000","1","","","2006","아파트","중개거래","서울 마포구"
"2026","11470","양천구","10300","신월동","1","대지","0505","0001","시온아트","20260122","25000","52.74","29.000000","5","","","2010","연립다세대","중개거래","서울 양천구"
"2026","11620","관악구","10100","봉천동","1","대지","0470","0002","수광맨션","20260122","82000","57.42","35.000000","2","","","1992","연립다세대","중개거래","서울 관악구"
"2026","11170","용산구","12900","이촌동","1","대지","0302","0053","월드메르디앙","20260122","180000","84.964","0.000000","5","","","1971","아파트","중개거래","서울 용산구"
"2026","11740","강동구","10500","길동","1","대지","0394","0017","율전에버그린아파트","20260122","43500","43.49","0.000000","5","","","2016","아파트","중개거래","서울 강동구"
"2026","11470","양천구","10200","목동","1","대지","0532","0011","스타빌라(532-11)","20260122","21000","70.74","31.000000","-1","","","2002","연립다세대","중개거래","서울 강서구"
"2026","11380","은평구","11400","진관동","1","대지","0100","0003","아이파크 포레스트 게이트","20260122","11900","24.91","35.780000","3","","","2013","오피스텔","중개거래","서울 은평구"
"2026","11680","강남구","10100","역삼동","1","대지","0778","0011","아이리스","20260122","44000","25","15.000000","3","","","2010","연립다세대","중개거래","서울 강남구"
"2026","11530","구로구","10800","오류동","1","대지","0034","0013","썬앤빌","20260122","7000","14.064","0.000000","11","","","2014","아파트","중개거래","서울 구로구"
"2026","11710","송파구","10800","문정동","1","대지","0622","0000","송파한화오벨리스크","20260122","17200","25.88","33.317000","2","","","2013","오피스텔","중개거래","서울 송파구"
"2026","11470","양천구","10100","신정동","1","대지","1277","0000","신트리4","20260122","73000","59.73","0.000000","2","","","2000","아파트","중개거래","서울 서초구, 서울 양천구"
"2026","11560","영등포구","10500","영등포동4가","1","대지","0443","0000","영등포 센트럴 푸르지오 시티","20260122","23200","29.46","41.430000","5","","","2013","오피스텔","중개거래","서울 영등포구"
"2026","11710","송파구","11100","방이동","1","대지","0043","0000","대명벨리온","20260122","18000","17.32","28.105000","8","","","null","오피스텔","중개거래","서울 송파구"
"2026","11230","동대문구","10600","장안동","1","대지","0374","0009","가우디트윈캐슬1","20260122","39000","48.31","0.000000","12","","","2016","아파트","중개거래","서울 광진구, 서울 동대문구"
"2026","11560","영등포구","10700","영등포동6가","1","대지","0096","0001","골드트리시티","20260122","28800","28.54","16.000000","3","","","2018","연립다세대","중개거래","서울 영등포구"
"2026","11140","중구","16500","황학동","1","대지","0019","0000","그랜드힐오피스텔","20260122","18000","21.72","0.000000","11","","","2017","아파트","중개거래","서울 용산구, 서울 중구"
"2026","11410","서대문구","11800","홍은동","1","대지","0408","0005","거유주택(408-5)","20260122","20000","57.63","22.000000","2","","","1993","연립다세대","직거래",""
"2026","11215","광진구","10700","화양동","","","","","","20260122","220000","201.48","136.000000","","","","1976","단독다가구","직거래",""
"2026","11350","노원구","10500","상계동","1","대지","1271","0000","현대4차","20260122","60000","84.99","0.000000","12","","","1995","아파트","중개거래","서울 노원구"
"2026","11740","강동구","10100","명일동","1","대지","0047","0002","고덕역 갑을명가시티 오피스텔","20260122","12000","17.86","28.940000","6","","","2018","오피스텔","중개거래","서울 강동구"
"2026","11230","동대문구","10600","장안동","1","대지","0372","0003","SM타워 오피스텔","20260122","9000","21.6","33.360000","3","","","2012","오피스텔","직거래",""
"2026","11590","동작구","10500","흑석동","","","","","","20260122","68000","130.32","83.000000","","","","1991","단독다가구","직거래",""
"2026","11170","용산구","11600","청암동","1","대지","0064","0001","SK청암대(64-1)","20260122","220000","244.93","0.000000","11","","","2001","아파트","중개거래","서울 용산구"
"2026","11740","강동구","10800","성내동","1","대지","0611","0000","그란츠리버파크","20260122","151000","59.825","0.000000","16","","","2025","아파트","중개거래","서울 강동구"
"2026","11500","강서구","10300","화곡동","1","대지","1161","0000","강서 동도센트리움","20260122","9400","18.967","26.648000","12","","","2012","오피스텔","직거래",""
"2026","11470","양천구","10200","목동","1","대지","0907","0023","현대파크빌","20260122","14000","32.85","44.560000","6","","","2003","오피스텔","중개거래","서울 양천구"
"2026","11710","송파구","10100","잠실동","1","대지","0040","0000","갤러리아팰리스","20260122","59000","43.281","43.281000","9","","","2005","오피스텔","중개거래","서울 송파구"
"2026","11470","양천구","10200","목동","1","대지","0318","0165","그랜드맨션","20260122","10000","48.33","28.000000","-1","","","1992","연립다세대","직거래",""
"2026","11470","양천구","10200","목동","1","대지","0721","0010","현대빌라트","20260122","18000","22.96","15.000000","5","","","2007","연립다세대","중개거래","서울 양천구"
"2026","11470","양천구","10200","목동","1","대지","0951","0000","금호어울림","20260122","148000","120.12","0.000000","4","","","2004","아파트","중개거래","서울 양천구"
"2026","11470","양천구","10200","목동","1","대지","0951","0000","금호어울림","20260122","164000","133.03","0.000000","7","","","2004","아파트","중개거래","서울 양천구"
"2026","11260","중랑구","10100","면목동","1","대지","0370","0011","현우매스티지","20260121","60900","54.48","34.000000","5","","","2021","연립다세대","직거래",""
"2026","11740","강동구","10500","길동","1","대지","0457","0001","강동렘브란트","20260121","10500","15.86","0.000000","6","","","2014","아파트","중개거래","서울 강동구"
"2026","11620","관악구","10100","봉천동","1","대지","1713","0000","낙성대현대홈타운","20260121","111000","84.923","0.000000","8","","","2002","아파트","중개거래","서울 관악구"
"2026","11620","관악구","10100","봉천동","1","대지","0296","0000","낙성대현대(296)","20260121","92500","84.97","0.000000","12","","","1998","아파트","중개거래","서울 관악구"
"2026","11410","서대문구","11100","홍제동","1","대지","0474","0000","홍제역해링턴플레이스","20260121","104000","48.21","0.000000","16","","","2024","아파트","중개거래","서울 서대문구"
"2026","11740","강동구","10900","천호동","1","대지","0056","0013","H펠리체","20260121","30000","35.67","22.000000","5","","","2016","연립다세대","중개거래","서울 강남구"
"2026","11710","송파구","10300","풍납동","","","","","","20260121","218000","482.88","208.000000","","","","1995","단독다가구","중개거래","서울 송파구"
"2026","11560","영등포구","11500","당산동5가","1","대지","0009","0003","당산역해링턴타워","20260121","20000","23.92","33.230000","8","","","2015","오피스텔","중개거래","서울 영등포구"
"2026","11470","양천구","10300","신월동","1","대지","0558","0009","대림타운","20260121","65300","113.4","0.000000","4","","","1997","아파트","중개거래","서울 양천구"
"2026","11440","마포구","11500","상수동","1","대지","0353","0025","그레이25","20260121","20000","18.46","15.000000","6","","","2014","연립다세대","중개거래","서울 마포구"
